 SCHEDULE FA1 (REVISI 0) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LINE , PART NO , MODEL , SPEC , PEDAL , SCREW SET , KEYBOARD , NO PART KEYBOARD , NO. URUT ,SCHEDULE (REVISI 0),,,,,,,TOTAL,GROUP KERJA, Wkt kerja ,Target Eff Direct,Jmlh Group, Jml Opr Direct , ST ,"Beban
(ST x Sch)",,,,,,,Judgment Capacity,"TAKT TIME PER MODEL
(BEBAN/TOTAL BEBAN) * WAKTU KERJA/SCH",,,,,,,"LAMA PENGERJAAN
(Takt Time x Sch)",,,,,,, WAKTU PENGERJAAN (berdasarkan Takt Time Per Model) ,,,,,,,,,,,,,,,,,,,,,Takt Time ALL Model, Takt Time Per Model , Pitch Time  ,Pitch : Takt,,,,,,,,,,,,,,,,
,,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,Sun,,Istirahat,Mon,,Istirahat,Tue,,Istirahat,Wed,,Istirahat,Thu,,Istirahat,Fri,,Istirahat,Sat,,Istirahat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,,,,,,Note:,,,,,,,,,,,,,,
,VFG9670,22PDL-M CL :SILVER VVV,,,,,,,         -,         -,         -,         -,         -,5,         -,5,,,,,,8.23,                -  ,                -  ,                -  ,                -  ,                -  ,41,                -  ,,               -,               -,               -,               -,               -,1.4,               -,               -,               -,               -,               -,               -,7,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,1.43,,0.00%,,,,,,,,,,,,,,,,
,VFD5260,22PDL-M CL :SILVER SSV,,,,,,,         -,75,75,75,60,54,         -,339,,,,,,7.87,                -  ,590,590,590,472,425,                -  ,,               -,0.6,0.6,0.6,0.6,1.4,               -,               -,43,44,43,35,74,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,1.37,,0.00%,,,,,,,,,,,,,,,,
,VFG9680,22PDL-M CL :GOLD SSV,,,,,,,         -,         -,         -,         -,18,         -,         -,18,,,,,,7.87,                -  ,                -  ,                -  ,                -  ,142,                -  ,                -  ,,               -,               -,               -,               -,0.6,               -,               -,               -,               -,               -,               -,10,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:10,,7:00,7:00,,7:00,7:00,,,0.58,,0.00%,,,,,,,,,,,,,,,,
,VFG9700,22PDL-L CL :GOLD SSV,,,,,,,20,60,80,40,48,19,         -,267,,,,,,7.74,155,464,619,309,371,147,                -  ,,1.4,0.6,0.6,0.6,0.6,1.3,               -,29,34,46,23,27,26,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,1.43,,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,               -  ,,- ,,,,,,,,,,,,,,,,
 TOTAL LINE PEDAL ,,,,,,,,,58,341,353,318,320,212,              -,"1,602",,0,,,              -  ,,449,2648,2741,2470,2486,1650,0, - ,,,,,,,,83,195,203,181,184,287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,-449,"-2,648","-2,741","-2,470","-2,486","-1,650",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Line Screw Set ,,,,,,,,,,,,,,,,                 -,S1/N,470,100%,1,3.1,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , Capacity OK ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,0.4,               -  ,,- ,,,,,,,,,,,,,,,,
,VAH2220,SCREW SET 000136,,,,,,,         -,4,4,4,2,         -,         -,14,,,,,,1.03,                -  ,4,4,4,2,                -  ,                -  ,,               -,0.1,0.1,0.1,0.1,               -,               -,               -,0,0,0,0,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,0.08,,0.00%,,,,,,,,,,,,,,,,
,VAS6540,SCREW SET 000145,,,,,,,20,         -,40,         -,43,10,         -,113,,,,,,1,20,                -  ,40,                -  ,43,10,                -  ,,0.2,               -,0.1,               -,0.1,0.2,               -,4,               -,3,               -,3,2,               -,0:00,0:00,,0:00,0:00,,0:00,0:02,,0:00,0:00,,0:00,0:03,,0:00,0:01,,0:00,0:00,,,0.19,,0.00%,,,,,,,,,,,,,,,,
,VAS6550,SCREW SET 000146,,,,,,,55,210,122,210,75,72,         -,744,,,,,,1,55,211,122,211,75,72,                -  ,,0.2,0.1,0.1,0.1,0.1,0.2,               -,10,15,9,15,6,13,               -,0:00,0:00,,0:00,0:00,,0:00,0:09,,0:00,0:15,,0:00,0:05,,0:00,0:12,,0:00,0:00,,,0.19,,0.00%,,,,,,,,,,,,,,,,
,VAS6560,SCREW SET LABEL 000143,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,1,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,VAT5780,SCREW SET 000141,,,,,,,         -,         -,         -,         -,22,19,         -,41,,,,,,1.82,                -  ,                -  ,                -  ,                -  ,40,35,                -  ,,               -,               -,               -,               -,0.1,0.3,               -,               -,               -,               -,               -,3,6,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:02,,0:00,0:06,,0:00,0:00,,,0.32,,0.00%,,,,,,,,,,,,,,,,
,VAT5790,SCREW SET 000142,,,,,,,         -,         -,         -,         -,         -,30,         -,30,,,,,,1.82,                -  ,                -  ,                -  ,                -  ,                -  ,55,                -  ,,               -,               -,               -,               -,               -,0.3,               -,               -,               -,               -,               -,               -,9,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:09,,0:00,0:00,,,0.32,,0.00%,,,,,,,,,,,,,,,,
,VCQ0160,SCREW SET 000707,,,,,,,         -,59,64,64,56,38,         -,281,,,,,,1.51,                -  ,89,97,97,85,57,                -  ,,               -,0.1,0.1,0.1,0.1,0.3,               -,               -,7,7,7,6,10,               -,0:00,0:00,,0:00,0:00,,0:00,0:07,,0:00,0:07,,0:00,0:06,,0:00,0:10,,0:00,0:00,,,0.26,,0.00%,,,,,,,,,,,,,,,,
,VCS5930,SCREW SET 000709,,,,,,,         -,30,30,30,30,30,         -,150,,,,,,1.51,                -  ,45,45,45,45,45,                -  ,,               -,0.1,0.1,0.1,0.1,0.3,               -,               -,3,3,3,3,8,               -,0:00,0:00,,0:00,0:00,,0:00,0:03,,0:00,0:03,,0:00,0:03,,0:00,0:07,,0:00,0:00,,,0.26,,0.00%,,,,,,,,,,,,,,,,
,WF78951,SCREW SET CL #2840,,,,,,,         -,8,8,8,3,4,         -,31,,,,,,1.11,                -  ,9,9,9,3,4,                -  ,,               -,0.1,0.1,0.1,0.1,0.2,               -,               -,1,1,1,0,1,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,0.19,,0.00%,,,,,,,,,,,,,,,,
,WH92531,SCREWUNITPA8E78,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,0.65,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,WQ61301,SCREW SET CL #3299/#3304,,,,,,,         -,110,110,110,110,83,         -,523,,,,,,1.21,                -  ,133,133,133,133,100,                -  ,,               -,0.1,0.1,0.1,0.1,0.2,               -,               -,10,10,10,10,17,               -,0:00,0:00,,0:00,0:00,,0:00,0:09,,0:00,0:09,,0:00,0:09,,0:00,0:17,,0:00,0:00,,,0.21,,0.00%,,,,,,,,,,,,,,,,
,WR58041,SCREW SET CL CL #3160,,,,,,,         -,         -,         -,         -,         -,5,         -,5,,,,,,1.25,                -  ,                -  ,                -  ,                -  ,                -  ,6,                -  ,,               -,               -,               -,               -,               -,0.2,               -,               -,               -,               -,               -,               -,1,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:00,,,0.22,,0.00%,,,,,,,,,,,,,,,,
,WV15790,SCREW SET #3253,,,,,,,         -,5,5,5,5,1,         -,21,,,,,,0.74,                -  ,4,4,4,4,1,                -  ,,               -,0.1,0.1,0.1,0.1,0.1,               -,               -,0,0,0,0,0,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,0.13,,0.00%,,,,,,,,,,,,,,,,
,WY67800,SCREW SET CL CL #3220,,,,,,,         -,4,4,4,8,6,         -,26,,,,,,0.96,                -  ,4,4,4,8,6,                -  ,,               -,0.1,0.1,0.1,0.1,0.2,               -,               -,0,0,0,1,1,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:00,,,0.17,,0.00%,,,,,,,,,,,,,,,,
,ZD19880,SCREW SET CL #3442,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,1.21,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZE92070,SCREW SET DE 8H39,,,,,,,         -,28,28,28,25,20,         -,129,,,,,,0.7,                -  ,20,20,20,17,14,                -  ,,               -,0.1,0.1,0.1,0.1,0.1,               -,               -,1,1,1,1,2,               -,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:01,,0:00,0:01,,0:00,0:02,,0:00,0:00,,,0.12,,0.00%,,,,,,,,,,,,,,,,
,ZH83250,SCREW SET CL #3585,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,1.36,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZH88230,SCREW SET CL CL #3356,,,,,,,58,209,216,181,195,112,         -,971,,,,,,1.34,78,280,289,243,261,150,                -  ,,0.2,0.1,0.1,0.1,0.1,0.2,               -,14,21,21,18,19,26,               -,0:00,0:00,,0:00,0:00,,0:01,0:23,,0:11,0:29,,0:11,0:31,,0:03,0:30,,0:00,0:00,,,0.25,,0.00%,,,,,,,,,,,,,,,,
,ZJ89040,SCREW SET CL #3567,,,,,,,         -,2,2,2,2,         -,         -,8,,,,,,1.29,                -  ,3,3,3,3,                -  ,                -  ,,               -,0.1,0.1,0.1,0.1,               -,               -,               -,0,0,0,0,               -,               -,0:00,0:00,,0:00,0:00,,0:01,0:01,,0:11,0:11,,0:11,0:12,,0:03,0:03,,0:00,0:00,,,0.1,,0.00%,,,,,,,,,,,,,,,,
,ZP46300,SCREW SET CL #3643,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,1.49,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:01,0:01,,0:11,0:11,,0:11,0:11,,0:03,0:03,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZS46870,SCREW SET EL #3558,,,,,,,         -,10,10,11,11,9,         -,51,,,,,,1.12,                -  ,11,11,12,12,10,                -  ,,               -,0.1,0.1,0.1,0.1,0.2,               -,               -,1,1,1,1,2,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,0.2,,0.00%,,,,,,,,,,,,,,,,
,ZS46880,SCREW SET EL #3559,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,1.24,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,#REF!,#REF!,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZS56680,SCREW SET #3538,,,,,,,50,183,77,188,133,69,         -,700,,,,,,0.52,26,95,40,98,69,36,                -  ,,0.1,0,0,0,0,0.1,               -,5,7,3,7,5,6,               -,0:00,0:00,,0:00,0:00,,0:00,0:02,,0:00,0:07,,0:00,0:05,,0:00,0:06,,0:00,0:00,,,0.1,,0.00%,,,,,,,,,,,,,,,,
,ZW26700,SCREW SET #3641,,,,,,,         -,4,4,14,17,4,         -,43,,,,,,1.34,                -  ,5,5,19,23,5,                -  ,,               -,0.1,0.1,0.1,0.1,0.2,               -,               -,0,0,1,2,1,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:01,,0:00,0:00,,0:00,0:00,,,0.23,,0.00%,,,,,,,,,,,,,,,,
,ZW76540,SCREW SET #3670,,,,,,,         -,         -,         -,14,12,         -,         -,26,,,,,,1.34,                -  ,                -  ,                -  ,19,16,                -  ,                -  ,,               -,               -,               -,0.1,0.1,               -,               -,               -,               -,               -,1,1,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:01,,0:00,0:01,,0:00,0:00,,0:00,0:00,,,0.1,,0.00%,,,,,,,,,,,,,,,,
,ZX82560,SCREW SET 000102,,,,,,,         -,121,3,115,37,         -,         -,276,,,,,,1.72,                -  ,208,5,197,64,                -  ,                -  ,,               -,0.1,0.1,0.1,0.1,               -,               -,               -,15,0,15,5,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:14,,0:00,0:04,,0:00,0:00,,0:00,0:00,,,0.13,,0.00%,,,,,,,,,,,,,,,,
,ZY64450,SCREW SET 000106,,,,,,,         -,2,2,2,2,         -,         -,8,,,,,,2.75,                -  ,6,6,6,6,                -  ,                -  ,,               -,0.2,0.2,0.2,0.2,               -,               -,               -,0,0,0,0,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,0.2,,0.00%,,,,,,,,,,,,,,,,
,ZY64460,SCREW SET 000208,,,,,,,         -,         -,         -,         -,         -,1,         -,1,,,,,,2.75,                -  ,                -  ,                -  ,                -  ,                -  ,3,                -  ,,               -,               -,               -,               -,               -,0.5,               -,               -,               -,               -,               -,               -,0,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,0.48,,0.00%,,,,,,,,,,,,,,,,
,ZY86390,SCREW SET 000103,,,,,,,34,         -,71,         -,40,         -,         -,145,,,,,,1.72,58,                -  ,122,                -  ,69,                -  ,                -  ,,0.3,               -,0.1,               -,0.1,               -,               -,11,               -,9,               -,5,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:09,,0:00,0:00,,0:00,0:05,,0:00,0:00,,0:00,0:00,,,0.32,,0.00%,,,,,,,,,,,,,,,,
,ZY86400,SCREW SET 000104,,,,,,,25,5,52,11,27,         -,         -,120,,,,,,1.72,43,9,89,19,46,                -  ,                -  ,,0.3,0.1,0.1,0.1,0.1,               -,               -,8,1,7,1,3,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:06,,0:00,0:01,,0:00,0:03,,0:00,0:00,,0:00,0:00,,,0.32,,0.00%,,,,,,,,,,,,,,,,
,ZZ00300,SCREW SET 000100,,,,,,,         -,260,260,260,253,209,         -,"1,242",,,,,,1.17,                -  ,305,305,305,297,245,                -  ,,               -,0.1,0.1,0.1,0.1,0.2,               -,               -,22,23,22,22,43,               -,0:00,0:00,,0:00,0:00,,0:00,0:22,,0:00,0:22,,0:00,0:21,,0:00,0:42,,0:00,0:00,,,0.2,,0.00%,,,,,,,,,,,,,,,,
,ZZ00310,SCREW SET 000101,,,,,,,         -,         -,         -,         -,7,         -,         -,7,,,,,,1.17,                -  ,                -  ,                -  ,                -  ,8,                -  ,                -  ,,               -,               -,               -,               -,0.1,               -,               -,               -,               -,               -,               -,1,               -,               -,0:00,0:00,,0:00,0:00,,0:01,0:01,,0:01,0:01,,0:02,0:03,,0:04,0:04,,0:00,0:00,,,0.09,,0.00%,,,,,,,,,,,,,,,,
,VGJ0480,SCREW SET CL 001798,,,,,,,         -,27,27,27,27,23,         -,131,,,,,,0.74,                -  ,20,20,20,20,17,                -  ,,               -,0.1,0.1,0.1,0.1,0.1,               -,               -,1,1,1,1,3,               -,0:00,0:00,,0:00,0:00,,0:01,0:02,,0:01,0:02,,0:02,0:04,,0:04,0:07,,0:00,0:00,,,0.13,,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
 TOTAL LINE PEDAL ,,,,,,,,,242,"1,281","1,139","1,288","1,142",745,              -,"5,837",,470,,,3,,280,1460,1373,1466,1349,872,0, Jumlah Orang OK ,,,,,,,,52,107,102,108,100,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"1,466","1,466","1,466","1,466","1,466","1,466",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"1,185",6,92,               -  ,117,594,               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Line Screw Set ,,,,,,,,,,,,,,,,                 -,S1/N,470,100%,1,          -  ,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , - ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,0.4,               -  ,,- ,,,,,,,,,,,,,,,,
,V874062,HEADPHONE HANGER SET CL       #2739,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,0.86,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZJ89800,HEADPHONE HANGER SET CL #3567,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,0.86,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:09,0:09,,0:09,0:09,,0:09,0:09,,0:17,0:17,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
,ZV05410,HEADPHONE HANGER SET EL #3559,,,,,,,         -,         -,         -,         -,         -,         -,         -,                 -,,,,,,0.94,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,0:00,0:00,,,               -  ,,- ,,,,,,,,,,,,,,,,
